Time/s,Distance/m
0,0.266840192361863
0.03,0.293111235423121
0.06,0.219835129739471
0.09,0.200870354365186
0.12,0.121097673780884
0.15,0.019655822584432
0.18,-0.108409763416332
0.21,-0.2048488708782
0.24,-0.152233785885258
0.27,-0.185598708547461
0.3,-0.158171147249206
0.33,-0.127446535908126
0.36,-0.010570351427736
0.39,0.111977626925042
0.42,0.126296521988699
0.45,0.276866367683995
0.48,0.279941791692606
0.51,0.282436679079224
0.54,0.329213042217097
0.57,0.222235084808929
0.6,0.213938850249032
0.63,0.112819534210809
0.66,-0.01865210719098
0.69,-0.057780918301059
0.72,-0.156300147934602
0.75,-0.213151054969641
0.78,-0.184402116011503
0.810000000000001,-0.199582594470172
0.84,-0.125205435096493
0.87,-0.017627898615862
0.900000000000001,0.025680639918698
0.930000000000001,0.195893284437584
0.960000000000001,0.222989019609032
0.990000000000001,0.248436638722801
1.02,0.32110428205251
1.05,0.278955276212243
1.08,0.256785051188943
1.11,0.16357849654632
1.14,0.101935710286722
1.17,0.010503737192354
1.2,-0.095785430110924
1.23,-0.200434079319667
1.26,-0.150022553631241
1.29,-0.223288788496872
1.32,-0.213449236300644
1.35,-0.110322985955039
1.38,-0.086944561160578
1.41,0.051887891629313
1.44,0.141181289198696
1.47,0.227674071124217
1.5,0.311056042127565
1.53,0.298628253681849
1.56,0.255687955810886
1.59,0.263255382937815
1.62,0.154140238018148
1.65,0.131312650943797
1.68,0.0366889441949
1.71,-0.056448731135065
1.74,-0.129833551420249
1.77,-0.143270992651916
1.8,-0.165254555612856
1.83,-0.22549341120024
1.86,-0.162789903738476
1.89,-0.056986425190724
1.92,-0.011621152072499
1.95,0.161317366885043
1.98,0.241981165364685
2.01,0.253240956576868
