21.9969763654826,21.8267396511836,22.1679002024327,38.4273564676273,21.6980327824314
21.4895111911664,21.9009489418896,21.9103134664432,38.4212998016347,21.9718845211907
22.8648837695598,23.0375053490818,21.347733845004,38.9482612942978,21.9098411008213
22.4639612348056,22.3748442590432,22.0824100696029,38.7089944171483,22.1961044798032
22.7172765641423,21.832265837684,22.1077073720868,38.2334093165322,22.9053285901546
22.0822372484163,23.9682969860336,20.692685240109,39.0947774170318,21.8227934435198
22.8271005368772,23.4090801512322,21.8841326528347,38.7917390970503,21.8814901445406
21.3676638496091,22.4987483618142,22.302508811469,38.6265803026219,21.0759285350132
22.3035888711784,22.5069938478575,22.5905063340727,38.4521434991431,21.4331076879472
21.0149929247218,20.7406017815531,21.2147373829468,38.3197006812821,21.5437305680461
